Wavelength (nm),Air_n,Air_k,Spiro_n,Spiro_k,TiO2_n,TiO2_k,SodaLime_n,SodaLime_k,Perov_n,Perov_k,PerovPtPt_n,PerovPtPt_k,Au_n,Au_k,SnO2_n,SnO2_k,SiO2_n,SiO2_k,FTO_n,FTO_k,FTema_n,FTema_k,FAema_n,FAema_k,TPema_n,TPema_k,SpiroTFSI4Ox_n,SpiroTFSI4Ox_k,SpOxema_n,SpOxema_k
488,1,0,1.78238,0.00205,2.16083,0,1.5165,2.18E-07,2.33369,0.8237,2.33273,0.84507,1.12706,1.83816,1.90099,0.01221,1.4859,0,1.93273,0.00522,2.00087,0.00344,1.59304,0.0033,2.23303,0.28296,1.78017,0.0251,1.78E+00,4.36E-03
489,1,0,1.78137,0.0021,2.16,0,1.51642,2.18E-07,2.33762,0.8221,2.3393,0.84371,1.11604,1.83751,1.90067,0.01211,1.48582,0,1.93212,0.00522,2.00015,0.00344,1.5926,0.00331,2.23379,0.28226,1.77933,0.02519,1.78E+00,4.41E-03
490,1,0,1.78034,0.00212,2.15915,0,1.5163,2.18E-07,2.34152,0.82043,2.33964,0.84017,1.10502,1.83685,1.90031,0.01201,1.4858,0,1.93141,0.00523,1.99941,0.00344,1.59221,0.00331,2.23451,0.28154,1.77852,0.02528,1.78E+00,4.44E-03
491,1,0,1.77931,0.00217,2.15822,0,1.5162,2.18E-07,2.34552,0.81869,2.34528,0.83905,1.094,1.8362,1.90004,0.01191,1.4857,0,1.9308,0.00523,1.99868,0.00345,1.59182,0.00331,2.23522,0.2808,1.77775,0.02537,1.78E+00,4.49E-03
492,1,0,1.77833,0.00219,2.15734,0,1.51616,2.18E-07,2.34941,0.81687,2.35095,0.83792,1.08298,1.83555,1.89972,0.01181,1.48566,0,1.9302,0.00524,1.99795,0.00345,1.59138,0.00332,2.23592,0.28003,1.77698,0.02545,1.78E+00,4.52E-03
493,1,0,1.77738,0.00221,2.15665,0,1.51604,2.18E-07,2.35335,0.81499,2.35235,0.83378,1.07196,1.83489,1.89941,0.01171,1.4856,0,1.92953,0.00524,1.99716,0.00345,1.59101,0.00332,2.23676,0.27925,1.77625,0.02551,1.78E+00,4.54E-03
494,1,0,1.77646,0.00222,2.156,0,1.516,2.18E-07,2.35729,0.81302,2.36066,0.8353,1.06094,1.83424,1.89905,0.01161,1.48552,0,1.92888,0.00525,1.9964,0.00346,1.59056,0.00332,2.23762,0.27844,1.77552,0.02557,1.78E+00,4.56E-03
495,1,0,1.77554,0.00226,2.15525,0,1.5159,2.19E-07,2.3612,0.81097,2.36384,0.83238,1.04992,1.83359,1.89879,0.01151,1.4855,0,1.92827,0.00525,1.99566,0.00346,1.59018,0.00332,2.23841,0.27759,1.77482,0.02562,1.78E+00,4.60E-03
496,1,0,1.77461,0.00226,2.15443,0,1.51587,2.19E-07,2.36509,0.80886,2.37284,0.8326,1.03832,1.83399,1.89852,0.01141,1.48547,0,1.92766,0.00526,1.99493,0.00346,1.58982,0.00333,2.23913,0.27673,1.77414,0.02565,1.77E+00,4.60E-03
497,1,0,1.77368,0.00226,2.15368,0,1.5158,2.19E-07,2.36891,0.80668,2.37465,0.8289,1.02152,1.84391,1.89815,0.01131,1.4854,0,1.92701,0.00527,1.99421,0.00347,1.5894,0.00333,2.23988,0.27585,1.7735,0.02568,1.77E+00,4.60E-03
498,1,0,1.77275,0.00227,2.15291,0,1.51573,2.19E-07,2.37276,0.80442,2.37671,0.82546,1.00472,1.85383,1.89786,0.01122,1.48533,0,1.92635,0.00527,1.99348,0.00347,1.58899,0.00334,2.24062,0.27494,1.77282,0.02571,1.77E+00,4.61E-03
499,1,0,1.77186,0.00229,2.15216,0,1.51561,2.20E-07,2.37657,0.80209,2.38352,0.82407,0.98792,1.86375,1.89752,0.01112,1.4853,0,1.92574,0.00528,1.99274,0.00348,1.58862,0.00334,2.24136,0.27401,1.7721,0.02574,1.77E+00,4.63E-03
500,1,0,1.77098,0.0023,2.15133,0,1.5155,2.20E-07,2.38035,0.79969,2.38851,0.8216,0.97112,1.87367,1.89727,0.01103,1.4852,0,1.92511,0.00528,1.99201,0.00348,1.58816,0.00334,2.24203,0.27306,1.77138,0.02577,1.77E+00,4.65E-03
501,1,0,1.77011,0.00232,2.15053,0,1.51546,2.20E-07,2.3841,0.79724,2.39454,0.81789,0.95432,1.88359,1.89699,0.01093,1.48516,0,1.92442,0.00529,1.99129,0.00348,1.58779,0.00335,2.24271,0.27209,1.77071,0.02582,1.77E+00,4.67E-03
502,1,0,1.76926,0.00232,2.14982,0,1.5154,2.21E-07,2.38782,0.7947,2.40049,0.81378,0.93752,1.89351,1.89669,0.01084,1.4851,0,1.92381,0.0053,1.99056,0.00349,1.58737,0.00335,2.24344,0.2711,1.77005,0.02586,1.77E+00,4.67E-03
503,1,0,1.76843,0.00233,2.14913,0,1.51532,2.22E-07,2.39156,0.7921,2.40176,0.80843,0.92072,1.90343,1.89636,0.01074,1.48502,0,1.9232,0.0053,1.98982,0.00349,1.58696,0.00336,2.24418,0.27008,1.7694,0.02591,1.77E+00,4.69E-03
504,1,0,1.76762,0.00233,2.14854,0,1.5153,2.22E-07,2.39524,0.78944,2.41115,0.80542,0.90392,1.91335,1.8961,0.01065,1.485,0,1.92259,0.00531,1.98909,0.0035,1.5866,0.00336,2.24497,0.26905,1.76878,0.02599,1.77E+00,4.70E-03
505,1,0,1.76679,0.00237,2.14784,0,1.5152,2.23E-07,2.39879,0.78672,2.41528,0.80018,0.88712,1.92327,1.89575,0.01056,1.4849,0,1.92199,0.00532,1.98836,0.0035,1.58621,0.00337,2.24564,0.268,1.76819,0.02607,1.77E+00,4.74E-03
506,1,0,1.766,0.00238,2.14707,0,1.51516,2.24E-07,2.40237,0.78395,2.416,0.79347,0.87032,1.93319,1.89551,0.01047,1.48486,0,1.92138,0.00533,1.98764,0.00351,1.58577,0.00337,2.24627,0.26694,1.7676,0.02616,1.77E+00,4.76E-03
507,1,0,1.76521,0.00238,2.14628,0,1.5151,2.24E-07,2.40591,0.7811,2.42581,0.79123,0.85352,1.94311,1.8952,0.01038,1.4848,0,1.9207,0.00533,1.9869,0.00351,1.5854,0.00338,2.24687,0.26584,1.76703,0.02625,1.77E+00,4.77E-03
508,1,0,1.76442,0.00239,2.14552,0,1.51501,2.25E-07,2.40945,0.7782,2.42768,0.7851,0.83672,1.95303,1.89492,0.01029,1.4848,0,1.92006,0.00534,1.98617,0.00352,1.58504,0.00338,2.24749,0.26474,1.7665,0.02634,1.76E+00,4.78E-03
509,1,0,1.76361,0.0024,2.14468,0,1.51499,2.26E-07,2.41287,0.77525,2.43421,0.78246,0.81992,1.96295,1.89467,0.01019,1.4847,0,1.91945,0.00535,1.98544,0.00352,1.58457,0.00338,2.24801,0.26361,1.76595,0.02644,1.76E+00,4.80E-03
510,1,0,1.76286,0.00241,2.14392,0,1.51487,2.27E-07,2.41625,0.77225,2.43583,0.776,0.80312,1.97287,1.89434,0.01011,1.48467,0,1.91884,0.00536,1.98471,0.00353,1.58421,0.00339,2.24858,0.26248,1.76542,0.02654,1.76E+00,4.82E-03
511,1,0,1.76212,0.00244,2.14319,0,1.51475,2.28E-07,2.41952,0.7692,2.44072,0.77199,0.78632,1.98279,1.8941,0.01002,1.4846,0,1.91824,0.00537,1.98399,0.00353,1.58384,0.0034,2.24912,0.26133,1.76492,0.02665,1.76E+00,4.86E-03
512,1,0,1.7614,0.00245,2.14256,0,1.5147,2.29E-07,2.42281,0.7661,2.44284,0.76685,0.76952,1.99271,1.89378,0.00993,1.48453,0,1.91763,0.00538,1.98325,0.00354,1.58348,0.0034,2.24973,0.26017,1.76446,0.02677,1.76E+00,4.88E-03
513,1,0,1.76069,0.00244,2.14185,0,1.5146,2.30E-07,2.4261,0.76294,2.44618,0.76347,0.75272,2.00263,1.89351,0.00984,1.4845,0,1.91702,0.00539,1.98262,0.00355,1.58301,0.00341,2.25029,0.25899,1.764,0.02687,1.76E+00,4.88E-03
514,1,0,1.76,0.00243,2.14118,0,1.51458,2.31E-07,2.42928,0.75973,2.44966,0.75913,0.73592,2.01255,1.89325,0.00976,1.48448,0,1.91641,0.00539,1.98189,0.00355,1.58265,0.00341,2.25084,0.25779,1.76361,0.02698,1.76E+00,4.88E-03
515,1,0,1.75931,0.00242,2.14054,0,1.51446,2.31E-07,2.43239,0.75649,2.45248,0.75454,0.71912,2.02247,1.89292,0.00967,1.4844,0,1.9158,0.0054,1.98116,0.00356,1.58228,0.00342,2.25138,0.25659,1.76324,0.02709,1.76E+00,4.89E-03
516,1,0,1.75861,0.0024,2.14013,0,1.5144,2.33E-07,2.43542,0.75323,2.45285,0.74942,0.70232,2.03239,1.89268,0.00958,1.48434,0,1.9152,0.00541,1.9805,0.00356,1.58192,0.00342,2.25204,0.25539,1.76291,0.02721,1.76E+00,4.88E-03
517,1,0,1.7579,0.00239,2.13974,0,1.51432,2.34E-07,2.43847,0.74991,2.45428,0.74441,0.68552,2.04231,1.89243,0.0095,1.4843,0,1.91459,0.00542,1.9798,0.00357,1.58155,0.00343,2.25273,0.25418,1.76264,0.02732,1.76E+00,4.88E-03
518,1,0,1.75721,0.00237,2.13935,0,1.5143,2.35E-07,2.44142,0.74654,2.46037,0.74193,0.66872,2.05223,1.89209,0.00941,1.4842,0,1.91398,0.00543,1.97908,0.00358,1.58109,0.00344,2.25338,0.25295,1.76243,0.02742,1.76E+00,4.87E-03
519,1,0,1.75655,0.00235,2.13895,0,1.5142,2.36E-07,2.44432,0.74315,2.46391,0.73819,0.65192,2.06215,1.89185,0.00933,1.48417,0,1.91337,0.00544,1.97844,0.00358,1.58072,0.00344,2.254,0.25171,1.76223,0.0275,1.76E+00,4.86E-03
520,1,0,1.75589,0.00235,2.13856,0,1.51415,2.37E-07,2.44712,0.73971,2.46587,0.73422,0.63512,2.07207,1.8916,0.00925,1.4841,0,1.91276,0.00545,1.97776,0.00359,1.58035,0.00345,2.2546,0.25046,1.76207,0.02756,1.76E+00,4.87E-03
521,1,0,1.75522,0.00236,2.13817,0,1.5141,2.38E-07,2.44991,0.73628,2.46485,0.72943,0.61931,2.08235,1.89136,0.00916,1.4841,0,1.91215,0.00546,1.97708,0.0036,1.57999,0.00346,2.25519,0.24922,1.76193,0.02761,1.76E+00,4.88E-03
522,1,0,1.75459,0.00239,2.13778,0,1.51401,2.40E-07,2.45261,0.7328,2.4681,0.72568,0.61245,2.09585,1.89103,0.00908,1.48401,0,1.91154,0.00547,1.97635,0.0036,1.57963,0.00346,2.25575,0.24796,1.76184,0.02762,1.76E+00,4.91E-03
523,1,0,1.75399,0.00238,2.13739,0,1.51399,2.41E-07,2.45528,0.72928,2.47038,0.72272,0.6056,2.10935,1.89077,0.009,1.48399,0,1.91093,0.00548,1.97573,0.00361,1.57916,0.00347,2.2563,0.24669,1.76175,0.02761,1.75E+00,4.90E-03
524,1,0,1.75338,0.00239,2.137,0,1.5139,2.43E-07,2.45784,0.72574,2.47115,0.71886,0.59874,2.12286,1.89053,0.00892,1.4839,0,1.91032,0.00549,1.97509,0.00362,1.57879,0.00348,2.25682,0.24542,1.76172,0.02756,1.75E+00,4.90E-03
525,1,0,1.75275,0.00237,2.13661,0,1.51384,2.44E-07,2.4604,0.72218,2.47596,0.71624,0.59188,2.13636,1.89029,0.00884,1.4839,0,1.90971,0.0055,1.97441,0.00362,1.57843,0.00348,2.25733,0.24414,1.7617,0.02748,1.75E+00,4.88E-03
526,1,0,1.75216,0.00236,2.13622,0,1.5138,2.45E-07,2.46289,0.71859,2.47904,0.71259,0.58502,2.14986,1.88996,0.00876,1.48382,0,1.9091,0.00552,1.97372,0.00363,1.57806,0.00349,2.25782,0.24286,1.76169,0.02735,1.75E+00,4.85E-03
527,1,0,1.75157,0.00232,2.13583,0,1.5137,2.47E-07,2.46522,0.71499,2.47957,0.70839,0.57816,2.16336,1.8897,0.00868,1.4838,0,1.90849,0.00553,1.97309,0.00364,1.5777,0.0035,2.25825,0.24157,1.76168,0.02719,1.75E+00,4.80E-03
528,1,0,1.75094,0.00231,2.13544,0,1.51368,2.48E-07,2.46762,0.71141,2.47867,0.70459,0.5713,2.17686,1.88946,0.0086,1.48378,0,1.90789,0.00554,1.97249,0.00365,1.57733,0.0035,2.25871,0.24029,1.76171,0.02698,1.75E+00,4.77E-03
529,1,0,1.75033,0.00227,2.13506,0,1.5136,2.50E-07,2.46989,0.70778,2.4828,0.70114,0.56444,2.19036,1.88921,0.00852,1.4837,0,1.90728,0.00555,1.97184,0.00365,1.57692,0.00351,2.25913,0.239,1.76173,0.02673,1.75E+00,4.71E-03
530,1,0,1.74973,0.00226,2.13467,0,1.51353,2.52E-07,2.47209,0.70413,2.48381,0.69718,0.55758,2.20387,1.88897,0.00844,1.48363,0,1.90667,0.00556,1.97117,0.00366,1.5765,0.00352,2.25952,0.23771,1.76175,0.02643,1.75E+00,4.67E-03
531,1,0,1.74911,0.00221,2.13428,0,1.5135,2.54E-07,2.47428,0.70048,2.48311,0.69322,0.55072,2.21737,1.88872,0.00836,1.4836,0,1.90606,0.00557,1.97056,0.00367,1.57614,0.00353,2.25991,0.23641,1.76177,0.02609,1.75E+00,4.59E-03
532,1,0,1.74848,0.0022,2.1339,0,1.5134,2.55E-07,2.47637,0.69681,2.4894,0.6898,0.54386,2.23087,1.88848,0.00829,1.48359,0,1.90555,0.00559,1.96995,0.00368,1.57577,0.00353,2.26027,0.23511,1.76179,0.02572,1.75E+00,4.55E-03
533,1,0,1.74787,0.00218,2.13352,0,1.51337,2.57E-07,2.47841,0.69314,2.48865,0.68676,0.537,2.24437,1.88824,0.00821,1.4835,0,1.90494,0.0056,1.96934,0.00369,1.5754,0.00354,2.26062,0.23382,1.76176,0.0253,1.75E+00,4.49E-03
534,1,0,1.7473,0.00217,2.13313,0,1.5133,2.59E-07,2.48036,0.68946,2.49106,0.68293,0.53014,2.25787,1.88799,0.00813,1.48345,0,1.90433,0.00561,1.96873,0.00369,1.57504,0.00355,2.26092,0.23252,1.76171,0.02484,1.75E+00,4.43E-03
535,1,0,1.74673,0.00215,2.13275,0,1.51322,2.60E-07,2.48223,0.68578,2.49135,0.67956,0.52329,2.27138,1.88775,0.00806,1.4834,0,1.90372,0.00562,1.96812,0.0037,1.57467,0.00356,2.26121,0.23123,1.76161,0.02436,1.75E+00,4.37E-03
536,1,0,1.74615,0.00214,2.13237,0,1.5132,2.62E-07,2.48414,0.68213,2.49198,0.67623,0.51643,2.28488,1.88741,0.00798,1.4833,0,1.90312,0.00564,1.96752,0.00371,1.57431,0.00357,2.26151,0.22994,1.76149,0.02384,1.75E+00,4.30E-03
537,1,0,1.7456,0.00213,2.13199,0,1.51308,2.64E-07,2.48587,0.67844,2.49588,0.67276,0.50957,2.29838,1.88716,0.00791,1.4833,0,1.90251,0.00565,1.96691,0.00372,1.57395,0.00357,2.26175,0.22865,1.7613,0.0233,1.75E+00,4.24E-03
538,1,0,1.74506,0.0021,2.13161,0,1.513,2.66E-07,2.48766,0.67475,2.49372,0.66981,0.50271,2.31188,1.88692,0.00784,1.48326,0,1.9019,0.00566,1.96634,0.00373,1.57354,0.00358,2.26201,0.22736,1.76106,0.02272,1.75E+00,4.16E-03
539,1,0,1.74449,0.00208,2.13123,0,1.51294,2.68E-07,2.48931,0.67107,2.49678,0.66597,0.49585,2.32538,1.88668,0.00776,1.4832,0,1.90135,0.00568,1.96579,0.00374,1.57311,0.00359,2.26223,0.22607,1.76078,0.02213,1.75E+00,4.08E-03
540,1,0,1.74392,0.0021,2.13085,0,1.5129,2.71E-07,2.49089,0.66739,2.49593,0.66222,0.48899,2.33888,1.88643,0.00769,1.4832,0,1.90078,0.00569,1.96518,0.00375,1.57275,0.0036,2.26242,0.22478,1.76044,0.02152,1.75E+00,4.04E-03
541,1,0,1.7434,0.00215,2.13047,0,1.5129,2.73E-07,2.49248,0.66372,2.49374,0.65894,0.48213,2.35239,1.88619,0.00762,1.4831,0,1.90017,0.0057,1.96467,0.00375,1.57238,0.00361,2.26262,0.2235,1.76003,0.02091,1.75E+00,4.02E-03
542,1,0,1.74292,0.00218,2.13009,0,1.51287,2.75E-07,2.49404,0.66005,2.4998,0.656,0.47527,2.36589,1.88594,0.00754,1.48307,0,1.89956,0.00572,1.96406,0.00376,1.57202,0.00362,2.2628,0.22222,1.75958,0.02029,1.74E+00,3.99E-03
543,1,0,1.74242,0.00218,2.12972,0,1.5128,2.77E-07,2.49545,0.65639,2.4998,0.65248,0.46841,2.37939,1.8857,0.00747,1.483,0,1.899,0.00573,1.9635,0.00377,1.57165,0.00362,2.26294,0.22095,1.75907,0.01967,1.74E+00,3.92E-03
544,1,0,1.74191,0.00213,2.12934,0,1.51273,2.79E-07,2.49686,0.65273,2.50117,0.64843,0.46155,2.39289,1.88546,0.0074,1.483,0,1.89844,0.00574,1.96294,0.00378,1.57128,0.00363,2.26308,0.21968,1.75852,0.01905,1.74E+00,3.82E-03
545,1,0,1.74139,0.00217,2.12896,0,1.5127,2.82E-07,2.49823,0.64909,2.5041,0.64447,0.45469,2.40639,1.88521,0.00733,1.48291,0,1.89783,0.00576,1.96242,0.00379,1.57092,0.00364,2.2632,0.21842,1.75793,0.01845,1.74E+00,3.79E-03
546,1,0,1.74095,0.00211,2.12859,0,1.5126,2.84E-07,2.49946,0.64546,2.50195,0.64165,0.44783,2.4199,1.88498,0.00726,1.4829,0,1.89722,0.00577,1.96184,0.0038,1.57055,0.00365,2.26329,0.21716,1.75731,0.01784,1.74E+00,3.68E-03
547,1,0,1.74042,0.00215,2.12822,0,1.51256,2.87E-07,2.50067,0.64185,2.50705,0.63817,0.44097,2.4334,1.88483,0.00719,1.48286,0,1.89661,0.00579,1.96131,0.00381,1.57019,0.00366,2.26337,0.21591,1.75665,0.01725,1.74E+00,3.66E-03
548,1,0,1.73997,0.0021,2.12785,0,1.5125,2.89E-07,2.50189,0.63827,2.50571,0.6348,0.43412,2.4469,1.88458,0.00712,1.4828,0,1.89607,0.0058,1.96077,0.00382,1.56982,0.00367,2.26345,0.21467,1.75598,0.01668,1.74E+00,3.55E-03
549,1,0,1.73962,0.0021,2.12748,0,1.51242,2.91E-07,2.50302,0.63468,2.50788,0.63163,0.42833,2.45987,1.88434,0.00705,1.4828,0,1.8955,0.00582,1.9602,0.00383,1.56946,0.00368,2.2635,0.21343,1.75528,0.01613,1.74E+00,3.50E-03
550,1,0,1.73928,0.00212,2.1271,0,1.5124,2.93E-07,2.50412,0.63111,2.51082,0.62883,0.42415,2.47205,1.8841,0.00699,1.4827,0,1.89489,0.00583,1.95969,0.00384,1.56909,0.00369,2.26354,0.2122,1.75456,0.01559,1.74E+00,3.46E-03
551,1,0,1.73888,0.00213,2.12673,0,1.5123,2.97E-07,2.5052,0.62755,2.51201,0.62545,0.41997,2.48423,1.88385,0.00692,1.48268,0,1.8943,0.00585,1.95918,0.00385,1.56873,0.0037,2.26358,0.21097,1.75383,0.01506,1.74E+00,3.42E-03
552,1,0,1.73843,0.00217,2.12636,0,1.51225,2.99E-07,2.50617,0.62401,2.51006,0.62273,0.41579,2.49641,1.88361,0.00685,1.4826,0,1.89377,0.00586,1.95861,0.00386,1.56836,0.00371,2.26358,0.20975,1.75308,0.01456,1.74E+00,3.41E-03
553,1,0,1.73801,0.0022,2.126,0,1.5122,3.02E-07,2.50708,0.62048,2.50787,0.61996,0.41161,2.50859,1.88336,0.00678,1.4826,0,1.89316,0.00588,1.95813,0.00387,1.568,0.00372,2.26357,0.20854,1.75231,0.01409,1.74E+00,3.39E-03
554,1,0,1.73758,0.00224,2.12563,0,1.51211,3.04E-07,2.50802,0.61697,2.51284,0.61599,0.40743,2.52077,1.88312,0.00672,1.48251,0,1.89255,0.00589,1.95764,0.00388,1.56763,0.00373,2.26356,0.20733,1.75153,0.01362,1.74E+00,3.38E-03
555,1,0,1.7371,0.00228,2.12526,0,1.5121,3.07E-07,2.50887,0.61348,2.51505,0.61324,0.40325,2.53295,1.88288,0.00665,1.4825,0,1.89195,0.00591,1.95705,0.00389,1.56726,0.00374,2.26352,0.20613,1.75074,0.0132,1.74E+00,3.37E-03
556,1,0,1.73658,0.00232,2.1249,0,1.5121,3.09E-07,2.50964,0.61002,2.51538,0.60988,0.39907,2.54513,1.88267,0.00659,1.48247,0,1.89143,0.00592,1.95656,0.0039,1.5669,0.00375,2.26347,0.20495,1.74991,0.0128,1.74E+00,3.37E-03
557,1,0,1.73606,0.00235,2.12453,0,1.51204,3.13E-07,2.51044,0.60657,2.51546,0.60674,0.3949,2.5573,1.88249,0.00652,1.4824,0,1.89082,0.00594,1.95608,0.00391,1.56653,0.00376,2.26342,0.20377,1.74907,0.01243,1.74E+00,3.36E-03
558,1,0,1.73553,0.00238,2.12417,0,1.512,3.16E-07,2.51117,0.60315,2.51551,0.60357,0.39072,2.56948,1.88224,0.00646,1.4824,0,1.89021,0.00596,1.95559,0.00392,1.56617,0.00377,2.26335,0.20259,1.74821,0.01208,1.74E+00,3.35E-03
559,1,0,1.73496,0.00238,2.1238,0,1.5119,3.19E-07,2.5118,0.59975,2.5187,0.59992,0.38654,2.58166,1.882,0.00639,1.4823,0,1.8897,0.00597,1.9551,0.00393,1.5658,0.00378,2.26324,0.20143,1.74737,0.01176,1.74E+00,3.32E-03
560,1,0,1.73438,0.00243,2.12344,0,1.51188,3.21E-07,2.51251,0.59637,2.51818,0.59664,0.38236,2.59384,1.88176,0.00633,1.4823,0,1.88909,0.00599,1.95461,0.00394,1.56543,0.00379,2.26317,0.20028,1.74651,0.01148,1.74E+00,3.33E-03
561,1,0,1.73381,0.00245,2.12308,0,1.51176,3.24E-07,2.51308,0.59302,2.52025,0.59344,0.37818,2.60602,1.88151,0.00627,1.48226,0,1.88852,0.00601,1.95412,0.00395,1.56507,0.0038,2.26305,0.19913,1.74565,0.01121,1.73E+00,3.32E-03
562,1,0,1.73321,0.00248,2.12272,0,1.5117,3.27E-07,2.51363,0.58968,2.52125,0.59026,0.374,2.6182,1.88133,0.00621,1.4822,0,1.88797,0.00602,1.95364,0.00397,1.5647,0.00381,2.26293,0.19799,1.7448,0.01097,1.73E+00,3.33E-03
563,1,0,1.73259,0.00251,2.12236,0,1.51161,3.31E-07,2.51415,0.58637,2.51884,0.58824,0.36982,2.63038,1.88112,0.00614,1.4822,0,1.88736,0.00604,1.95315,0.00398,1.56434,0.00382,2.26279,0.19686,1.74399,0.01074,1.73E+00,3.33E-03
564,1,0,1.73198,0.00259,2.122,0,1.5116,3.34E-07,2.51464,0.58309,2.52597,0.58306,0.36564,2.64256,1.88088,0.00608,1.4821,0,1.88676,0.00606,1.95266,0.00399,1.56397,0.00383,2.26265,0.19575,1.74317,0.01053,1.73E+00,3.38E-03
565,1,0,1.73138,0.00264,2.12164,0,1.5116,3.37E-07,2.5151,0.57983,2.51997,0.58222,0.36146,2.65474,1.88064,0.00602,1.4821,0,1.88624,0.00607,1.95217,0.004,1.5636,0.00384,2.2625,0.19464,1.74241,0.01034,1.73E+00,3.41E-03
566,1,0,1.73079,2.69E-03,2.12128,0,1.51155,3.40E-07,2.51551,0.5766,2.52169,0.57865,0.35728,2.66692,1.88039,0.00596,1.48205,0,1.88563,0.00609,1.95169,0.00401,1.56324,0.00385,2.26233,0.19354,1.74166,0.01016,1.73E+00,3.44E-03
567,1,0,1.73018,0.00275,2.12093,0,1.5115,3.44E-07,2.51593,0.57339,2.52378,0.57571,0.3531,2.6791,1.88022,0.0059,1.482,0,1.88502,0.00611,1.9512,0.00402,1.56287,0.00386,2.26217,0.19244,1.74096,0.01,1.73E+00,3.47E-03
568,1,0,1.72958,0.00278,2.12057,0,1.5114,3.47E-07,2.51629,0.5702,2.5239,0.57278,0.34893,2.69127,1.88,0.00584,1.4819,0,1.88451,0.00613,1.95071,0.00403,1.56251,0.00387,2.26199,0.19136,1.74026,0.00983,1.73E+00,3.48E-03
569,1,0,1.72902,0.00282,2.12022,0,1.51138,3.50E-07,2.51656,0.56706,2.52411,0.56935,0.34475,2.70345,1.87978,0.00578,1.4819,0,1.8839,0.00614,1.95022,0.00405,1.56214,0.00389,2.26179,0.19029,1.73961,0.00969,1.73E+00,3.51E-03
570,1,0,1.72845,0.00288,2.11986,0,1.5113,3.54E-07,2.51688,0.56392,2.52754,0.56597,0.34057,2.71563,1.87962,0.00572,1.48186,0,1.88333,0.00616,1.94978,0.00406,1.56178,0.0039,2.26159,0.18923,1.73896,0.00956,1.73E+00,3.55E-03
571,1,0,1.72789,0.00296,2.11951,0,1.51124,3.57E-07,2.51713,0.56083,2.52381,0.56395,0.33639,2.72781,1.87937,0.00566,1.4818,0,1.88278,0.00618,1.94935,0.00407,1.56141,0.00391,2.26138,0.18818,1.73832,0.00944,1.73E+00,3.61E-03
572,1,0,1.72736,0.00304,2.11916,0,1.5112,3.61E-07,2.51737,0.55775,2.52371,0.56174,0.33221,2.73999,1.87913,0.00561,1.4818,0,1.88217,0.0062,1.94886,0.00408,1.56104,0.00392,2.26117,0.18713,1.7377,0.00935,1.73E+00,3.67E-03
573,1,0,1.72689,0.00307,2.11881,0,1.5112,3.65E-07,2.51751,0.5547,2.52703,0.55793,0.32803,2.75217,1.87889,0.00555,1.4817,0,1.88157,0.00622,1.94837,0.00409,1.56068,0.00393,2.26092,0.1861,1.73711,0.00926,1.73E+00,3.69E-03
574,1,0,1.7264,0.00306,2.11846,0,1.51117,3.69E-07,2.51773,0.55168,2.53028,0.55312,0.32385,2.76435,1.87874,0.00549,1.4817,0,1.88105,0.00623,1.94791,0.00411,1.56031,0.00394,2.2607,0.18508,1.7365,0.00918,1.73E+00,3.67E-03
575,1,0,1.72591,0.00306,2.11811,0,1.5111,3.72E-07,2.51785,0.54869,2.527,0.55165,0.31967,2.77653,1.8785,0.00543,1.48165,0,1.88044,0.00625,1.9475,0.00412,1.55995,0.00395,2.26045,0.18407,1.73592,0.00912,1.73E+00,3.66E-03
576,1,0,1.72545,0.00306,2.11776,0,1.51103,3.76E-07,2.51797,0.54572,2.5301,0.5487,0.31549,2.78871,1.87825,0.00538,1.4816,0,1.87991,0.00627,1.94701,0.00413,1.55958,0.00397,2.2602,0.18306,1.73535,0.00908,1.73E+00,3.66E-03
577,1,0,1.72502,0.0031,2.11741,0,1.511,3.80E-07,2.5181,0.54279,2.52936,0.5469,0.31131,2.80089,1.8781,0.00532,1.4816,0,1.87932,0.00629,1.94661,0.00414,1.55921,0.00398,2.25996,0.18207,1.7348,0.00903,1.73E+00,3.69E-03
578,1,0,1.72462,0.00308,2.11707,0,1.5109,3.84E-07,2.51812,0.53987,2.53202,0.54195,0.30713,2.81307,1.87787,0.00526,1.4815,0,1.87873,0.00631,1.94613,0.00416,1.55885,0.00399,2.25968,0.18108,1.73426,0.00901,1.73E+00,3.67E-03
579,1,0,1.72421,0.00311,2.11672,0,1.51086,3.88E-07,2.5182,0.53696,2.53251,0.53947,0.30296,2.82524,1.87766,0.00521,1.4815,0,1.8782,0.00633,1.94568,0.00417,1.55848,0.004,2.25942,0.1801,1.73374,0.00898,1.73E+00,3.70E-03
580,1,0,1.7239,0.0031,2.11637,0,1.5108,3.92E-07,2.5182,0.53411,2.53178,0.53809,0.29878,2.83742,1.87748,0.00515,1.4815,0,1.87759,0.00635,1.94525,0.00418,1.55811,0.00401,2.25914,0.17914,1.73326,0.00895,1.72E+00,3.68E-03
581,1,0,1.72356,0.00314,2.11603,0,1.5108,3.96E-07,2.5182,0.53129,2.53147,0.5359,0.2946,2.8496,1.87723,0.0051,1.48142,0,1.87706,0.00637,1.94476,0.00419,1.55775,0.00403,2.25886,0.17819,1.73279,0.00891,1.72E+00,3.72E-03
