Wavelength (nm),Air_n,Air_k,Spiro_n,Spiro_k,TiO2_n,TiO2_k,SodaLime_n,SodaLime_k,Perov_n,Perov_k,PerovPtPt_n,PerovPtPt_k,Au_n,Au_k,SnO2_n,SnO2_k,SiO2_n,SiO2_k,FTO_n,FTO_k,FTema_n,FTema_k,FAema_n,FAema_k,TPema_n,TPema_k,SpiroTFSI4Ox_n,SpiroTFSI4Ox_k,SpOxema_n,SpOxema_k
769,1,0,1.68633,0.00281,2.06652,0,1.5045,2.14E-06,2.5815,0.25461,2.62838,0.19637,0.14399,4.65003,1.84793,2.99E-04,1.47573,0,1.76834,0.01244,1.85567,0.00824,1.4891,0.00786,2.24305,0.08434,1.68962,0.00253,1.69E+00,2.78E-03
770,1,0,1.68615,0.00274,2.06633,0,1.5045,2.15E-06,2.58169,0.24913,2.62152,0.19107,0.1443,4.65834,1.84781,2.95E-04,1.4757,0,1.76776,0.01249,1.85514,0.00827,1.48864,0.00789,2.24294,0.08252,1.68946,0.00251,1.69E+00,2.72E-03
771,1,0,1.68625,0.00281,2.06613,0,1.5044,2.16E-06,2.58145,0.24355,2.63572,0.18678,0.14461,4.66665,1.84769,2.92E-04,1.4757,0,1.76712,0.01254,1.85453,0.0083,1.48826,0.00792,2.24268,0.08068,1.68931,0.00249,1.69E+00,2.78E-03
772,1,0,1.68655,0.00268,2.06594,0,1.5044,2.17E-06,2.58088,0.23801,2.61967,0.18266,0.14492,4.67496,1.84756,2.88E-04,1.4757,0,1.76641,0.01259,1.85391,0.00833,1.48789,0.00795,2.24232,0.07884,1.68915,0.00256,1.69E+00,2.67E-03
773,1,0,1.68647,0.00246,2.06575,0,1.50434,2.19E-06,2.57996,0.23251,2.60902,0.17938,0.14522,4.68327,1.84744,2.85E-04,1.4757,0,1.7658,0.01263,1.85336,0.00837,1.48752,0.00798,2.24184,0.07703,1.689,0.00245,1.69E+00,2.46E-03
774,1,0,1.68612,0.0024,2.06556,0,1.5043,2.20E-06,2.57868,0.22707,2.62106,0.17247,0.14553,4.69159,1.84732,2.82E-04,1.47562,0,1.76526,0.01268,1.85278,0.0084,1.48706,0.00801,2.24124,0.07524,1.68884,0.00238,1.69E+00,2.40E-03
775,1,0,1.6861,0.00244,2.06537,0,1.5043,2.21E-06,2.57709,0.22173,2.57781,0.17536,0.14584,4.6999,1.84719,2.80E-04,1.4756,0,1.76466,0.01272,1.85226,0.00843,1.48668,0.00804,2.24055,0.07348,1.68868,0.00231,1.69E+00,2.43E-03
776,1,0,1.68618,0.00243,2.06517,0,1.5043,2.22E-06,2.57515,0.21651,2.57852,0.1708,0.14614,4.70821,1.84707,2.78E-04,1.4756,0,1.76404,0.01277,1.85164,0.00846,1.4863,0.00807,2.23973,0.07176,1.6885,0.00212,1.69E+00,2.40E-03
777,1,0,1.68617,0.00239,2.06498,0,1.5043,2.24E-06,2.57294,0.2115,2.54399,0.17084,0.14645,4.71652,1.847,2.76E-04,1.4756,0,1.76342,0.01282,1.85108,0.00849,1.48593,0.0081,2.23883,0.07012,1.68833,0.00205,1.69E+00,2.36E-03
778,1,0,1.68614,0.00231,2.0648,0,1.50422,2.25E-06,2.57044,0.2067,2.58987,0.16131,0.14676,4.72483,1.84692,2.73E-04,1.47552,0,1.7628,0.01287,1.8505,0.00852,1.48556,0.00813,2.23785,0.06854,1.68815,0.00195,1.69E+00,2.27E-03
779,1,0,1.6861,0.0024,2.06461,0,1.5042,2.26E-06,2.56764,0.20212,2.56587,0.15982,0.14707,4.73314,1.8468,2.71E-04,1.4755,0,1.76219,0.01291,1.84989,0.00855,1.48519,0.00816,2.23676,0.06704,1.68799,0.00195,1.69E+00,2.36E-03
780,1,0,1.68588,0.00233,2.06442,0,1.5042,2.28E-06,2.56462,0.19778,2.56708,0.16101,0.14737,4.74145,1.84667,2.69E-04,1.4755,0,1.76156,0.01296,1.84936,0.00858,1.48479,0.00819,2.2356,0.06562,1.68781,0.00175,1.69E+00,2.27E-03
781,1,0,1.68564,0.00244,2.06423,0,1.5042,2.29E-06,2.56148,0.19376,2.5496,0.15972,0.14768,4.74976,1.84655,2.68E-04,1.47545,0,1.76095,0.01301,1.84875,0.00862,1.48435,0.00822,2.2344,0.06431,1.68762,0.00176,1.69E+00,2.37E-03
782,1,0,1.6854,0.0025,2.06404,0,1.5042,2.31E-06,2.55813,0.19001,2.56373,0.15822,0.14799,4.75807,1.84643,2.67E-04,1.4754,0,1.76033,0.01306,1.8482,0.00865,1.48398,0.00825,2.23314,0.06308,1.68743,0.00184,1.69E+00,2.43E-03
783,1,0,1.68523,0.00262,2.06386,0,1.5041,2.32E-06,2.55467,0.18654,2.54072,0.1551,0.14829,4.76638,1.8463,2.65E-04,1.4754,0,1.75971,0.0131,1.84761,0.00868,1.48361,0.00828,2.23185,0.06195,1.68724,0.00179,1.69E+00,2.54E-03
784,1,0,1.68515,0.00271,2.06367,0,1.5041,2.34E-06,2.55106,0.18338,2.50892,0.15871,0.1486,4.77469,1.84618,2.64E-04,1.4754,0,1.75909,0.01315,1.84699,0.00871,1.48321,0.00831,2.2305,0.06093,1.68706,0.00157,1.69E+00,2.60E-03
785,1,0,1.685,0.00283,2.06349,0,1.5041,2.35E-06,2.54743,0.18055,2.52158,0.15718,0.14891,4.783,1.84605,2.63E-04,1.4754,0,1.75843,0.0132,1.84637,0.00875,1.48276,0.00834,2.22915,0.06001,1.6869,0.00155,1.69E+00,2.70E-03
786,1,0,1.68488,0.00295,2.0633,0,1.5041,2.36E-06,2.5438,0.178,2.50834,0.15818,0.14922,4.79131,1.84593,2.63E-04,1.47533,0,1.75782,0.01325,1.84582,0.00878,1.48239,0.00837,2.2278,0.05918,1.68676,0.00152,1.69E+00,2.81E-03
787,1,0,1.6846,0.00294,2.06312,0,1.5041,2.37E-06,2.54009,0.17572,2.52352,0.14945,0.14952,4.79962,1.84581,2.62E-04,1.4753,0,1.75723,0.0133,1.84523,0.00881,1.48202,0.0084,2.22644,0.05845,1.68661,0.00158,1.68E+00,2.80E-03
788,1,0,1.68439,0.00312,2.06293,0,1.504,2.39E-06,2.5365,0.17376,2.48527,0.1532,0.14983,4.80793,1.84578,2.61E-04,1.4753,0,1.75661,0.01335,1.84471,0.00884,1.48165,0.00844,2.2251,0.05781,1.68645,0.00138,1.68E+00,2.95E-03
789,1,0,1.684,0.00318,2.06275,0,1.504,2.40E-06,2.5329,0.17206,2.4736,0.15491,0.15014,4.81624,1.84566,2.61E-04,1.4753,0,1.75599,0.0134,1.84409,0.00888,1.48124,0.00847,2.22377,0.05727,1.68629,0.00139,1.68E+00,3.00E-03
790,1,0,1.68395,0.00324,2.06257,0,1.504,2.41E-06,2.52937,0.17062,2.49742,0.15134,0.15045,4.82455,1.84553,2.61E-04,1.4753,0,1.75531,0.01345,1.84347,0.00891,1.4808,0.0085,2.22247,0.05681,1.68615,0.00119,1.68E+00,3.04E-03
791,1,0,1.68406,0.00304,2.06238,0,1.504,2.43E-06,2.526,0.16941,2.47348,0.1541,0.15075,4.83286,1.84541,2.61E-04,1.47521,0,1.75466,0.0135,1.84286,0.00894,1.48043,0.00853,2.22121,0.05643,1.68601,9.88E-04,1.68E+00,2.83E-03
792,1,0,1.68419,0.00329,2.0622,0,1.50399,2.44E-06,2.52277,0.16844,2.48722,0.14736,0.15106,4.84117,1.84529,2.61E-04,1.4752,0,1.75405,0.01355,1.84234,0.00897,1.48006,0.00856,2.22001,0.05612,1.68589,0.00119,1.68E+00,3.08E-03
793,1,0,1.68396,0.00329,2.06202,0,1.5039,2.45E-06,2.51961,0.16767,2.48456,0.1493,0.15137,4.84948,1.84516,2.62E-04,1.4752,0,1.75351,0.0136,1.84171,0.00901,1.47969,0.00859,2.21883,0.05588,1.68573,0.00135,1.68E+00,3.10E-03
794,1,0,1.6839,0.00343,2.06184,0,1.5039,2.46E-06,2.51671,0.16709,2.4773,0.14733,0.15167,4.85779,1.84504,2.62E-04,1.4752,0,1.7529,0.01365,1.84116,0.00904,1.47932,0.00862,2.21774,0.0557,1.68558,0.0013,1.68E+00,3.22E-03
795,1,0,1.68392,0.00368,2.06166,0,1.5039,2.48E-06,2.51402,0.16667,2.48246,0.14572,0.15198,4.8661,1.845,2.63E-04,1.47512,0,1.75219,0.0137,1.84058,0.00907,1.47886,0.00866,2.21672,0.05558,1.68543,0.00115,1.68E+00,3.43E-03
796,1,0,1.68331,0.00388,2.06148,0,1.5038,2.50E-06,2.51154,0.16629,2.44729,0.15101,0.15229,4.87441,1.84489,2.64E-04,1.4751,0,1.75156,0.01375,1.83996,0.00911,1.47847,0.00869,2.21577,0.05547,1.68529,0.00115,1.68E+00,3.61E-03
797,1,0,1.6829,0.00382,2.0613,0,1.5038,2.51E-06,2.50932,0.16592,2.41886,0.15687,0.1526,4.88272,1.84477,2.65E-04,1.4751,0,1.75094,0.0138,1.83934,0.00914,1.4781,0.00872,2.21491,0.05535,1.68515,0.00118,1.68E+00,3.56E-03
798,1,0,1.68277,0.00385,2.06113,0,1.5038,2.52E-06,2.50713,0.16553,2.44443,0.15026,0.1529,4.89103,1.84464,2.66E-04,1.47504,0,1.75032,0.01385,1.83877,0.00917,1.47767,0.00875,2.21407,0.05524,1.68503,0.00115,1.68E+00,3.58E-03
799,1,0,1.68282,0.00387,2.06095,0,1.5038,2.54E-06,2.50512,0.16515,2.44154,0.14955,0.15321,4.89934,1.84452,2.67E-04,1.475,0,1.7497,0.0139,1.8382,0.00921,1.47726,0.00878,2.21327,0.05512,1.6849,0.00116,1.68E+00,3.60E-03
800,1,0,1.68256,0.00405,2.06077,0,1.5038,2.55E-06,2.50313,0.16476,2.42142,0.15391,0.15352,4.90765,1.8444,2.68E-04,1.475,0,1.74907,0.01395,1.83758,0.00924,1.47689,0.00882,2.21249,0.055,1.68477,0.00128,1.68E+00,3.77E-03
801,1,0,1.68272,0.00394,2.06059,0,1.5037,2.56E-06,2.5013,0.16437,2.43203,0.15127,0.15382,4.91596,1.84427,2.69E-04,1.475,0,1.74839,0.014,1.83696,0.00928,1.47649,0.00885,2.21175,0.05488,1.68462,9.17E-04,1.68E+00,3.64E-03
802,1,0,1.68263,0.00399,2.06042,0,1.5037,2.57E-06,2.49951,0.16397,2.41845,0.15341,0.15413,4.92427,1.8442,2.70E-04,1.475,0,1.74784,0.01405,1.83639,0.00931,1.47604,0.00888,2.21104,0.05476,1.68448,7.69E-04,1.68E+00,3.67E-03
803,1,0,1.68241,0.00418,2.06024,0,1.5037,2.59E-06,2.4978,0.16358,2.42921,0.15219,0.15444,4.93258,1.84412,2.71E-04,1.47492,0,1.74714,0.0141,1.83582,0.00934,1.47567,0.00891,2.21035,0.05463,1.68436,7.44E-04,1.68E+00,3.84E-03
804,1,0,1.68211,0.00428,2.06007,0,1.5037,2.60E-06,2.49608,0.16318,2.41212,0.15368,0.15475,4.94089,1.844,2.71E-04,1.4749,0,1.74649,0.01416,1.83519,0.00938,1.4753,0.00895,2.20966,0.05451,1.68424,8.48E-04,1.68E+00,3.94E-03
805,1,0,1.68187,0.00435,2.05989,0,1.5036,2.61E-06,2.4945,0.16278,2.43276,0.15189,0.15505,4.9492,1.84388,2.73E-04,1.4749,0,1.74588,0.01421,1.83458,0.00942,1.47483,0.00898,2.20901,0.05438,1.68415,7.19E-04,1.68E+00,3.99E-03
806,1,0,1.68226,0.00445,2.05972,0,1.5036,2.63E-06,2.49297,0.16238,2.40066,0.15551,0.15536,4.95751,1.84375,2.75E-04,1.4749,0,1.74526,0.01426,1.83396,0.00945,1.47445,0.00901,2.20838,0.05426,1.68406,7.00E-04,1.68E+00,4.08E-03
807,1,0,1.68243,0.00449,2.05955,0,1.5036,2.64E-06,2.49143,0.16198,2.39324,0.15973,0.15567,4.96582,1.8437,2.76E-04,1.4749,0,1.74464,0.01431,1.83341,0.00949,1.47408,0.00905,2.20775,0.05413,1.68396,6.56E-04,1.68E+00,4.11E-03
808,1,0,1.68239,0.00451,2.05937,0,1.5036,2.65E-06,2.49003,0.16158,2.41076,0.15341,0.15598,4.97414,1.8436,2.77E-04,1.4748,0,1.74391,0.01437,1.83281,0.00952,1.47361,0.00908,2.20716,0.054,1.6838,5.63E-04,1.68E+00,4.12E-03
809,1,0,1.68218,0.00452,2.0592,0,1.50358,2.67E-06,2.48857,0.16118,2.43115,0.14924,0.15628,4.98245,1.84348,2.77E-04,1.4748,0,1.74329,0.01442,1.83219,0.00955,1.47324,0.00911,2.20655,0.05388,1.6837,4.98E-04,1.68E+00,4.12E-03
810,1,0,1.68201,0.00455,2.05903,0,1.5035,2.68E-06,2.4872,0.16078,2.39596,0.15698,0.15659,4.99076,1.84335,2.79E-04,1.4748,0,1.74267,0.01447,1.83162,0.00959,1.47286,0.00914,2.20598,0.05375,1.68355,4.98E-04,1.68E+00,4.14E-03
811,1,0,1.68172,0.00449,2.05886,0,1.5035,2.70E-06,2.48584,0.16038,2.4126,0.15115,0.1569,4.99907,1.84323,2.79E-04,1.4748,0,1.74205,0.01452,1.83105,0.00962,1.47249,0.00918,2.20541,0.05362,1.68341,4.47E-04,1.68E+00,4.09E-03
812,1,0,1.6817,0.00445,2.05869,0,1.5035,2.71E-06,2.48447,0.15998,2.40051,0.15157,0.1572,5.00738,1.84311,2.80E-04,1.4748,0,1.74143,0.01458,1.83043,0.00966,1.47212,0.00921,2.20484,0.0535,1.68324,4.40E-04,1.68E+00,4.05E-03
813,1,0,1.6814,0.00434,2.05852,0,1.5035,2.72E-06,2.48323,0.15958,2.38291,0.15732,0.15751,5.01569,1.843,2.81E-04,1.4747,0,1.74081,0.01463,1.82981,0.00969,1.47165,0.00924,2.20431,0.05337,1.68316,5.41E-04,1.68E+00,3.96E-03
814,1,0,1.68148,0.00423,2.05835,0,1.50346,2.74E-06,2.48198,0.15919,2.37891,0.15735,0.15782,5.024,1.84296,2.83E-04,1.4747,0,1.74019,0.01468,1.82919,0.00973,1.47127,0.00928,2.20377,0.05324,1.68301,5.88E-04,1.68E+00,3.87E-03
815,1,0,1.68127,0.00405,2.05818,0,1.5034,2.75E-06,2.48074,0.15879,2.38229,0.15664,0.15813,5.03231,1.84283,2.85E-04,1.4747,0,1.73957,0.01474,1.82864,0.00976,1.4709,0.00931,2.20324,0.05312,1.68288,6.91E-04,1.68E+00,3.71E-03
816,1,0,1.68111,0.00385,2.05801,0,1.5034,2.76E-06,2.4795,0.15839,2.38516,0.15602,0.15843,5.04062,1.84271,2.85E-04,1.47461,0,1.73886,0.01479,1.82805,0.0098,1.47044,0.00935,2.20271,0.05299,1.68274,7.05E-04,1.68E+00,3.54E-03
817,1,0,1.68101,0.00357,2.05784,0,1.5034,2.78E-06,2.47837,0.15799,2.38753,0.15481,0.15874,5.04893,1.84259,2.86E-04,1.4746,0,1.73823,0.01485,1.82743,0.00984,1.47006,0.00938,2.20222,0.05286,1.68264,7.20E-04,1.68E+00,3.29E-03
818,1,0,1.68091,0.00344,2.05767,0,1.5034,2.79E-06,2.47721,0.1576,2.36665,0.15929,0.15905,5.05724,1.8425,2.87E-04,1.4746,0,1.73761,0.0149,1.82681,0.00987,1.46965,0.00941,2.20171,0.05274,1.68248,7.03E-04,1.68E+00,3.17E-03
819,1,0,1.68083,0.00319,2.05751,0,1.50334,2.80E-06,2.47603,0.15721,2.3814,0.15828,0.15935,5.06555,1.84244,2.88E-04,1.4746,0,1.73692,0.01495,1.82619,0.00991,1.46921,0.00945,2.20121,0.05261,1.68235,7.31E-04,1.68E+00,2.94E-03
820,1,0,1.68084,0.00293,2.05734,0,1.5033,2.81E-06,2.47491,0.15682,2.38148,0.15732,0.15966,5.07386,1.84231,2.88E-04,1.47451,0,1.73626,0.01501,1.82556,0.00995,1.46884,0.00948,2.20072,0.05249,1.68222,7.34E-04,1.68E+00,2.71E-03
821,1,0,1.68096,0.00269,2.05717,0,1.5033,2.83E-06,2.4739,0.15643,2.36504,0.15862,0.15997,5.08217,1.8422,2.90E-04,1.4745,0,1.73564,0.01506,1.82495,0.00998,1.46837,0.00952,2.20027,0.05236,1.6821,6.84E-04,1.68E+00,2.49E-03
822,1,0,1.68089,0.00248,2.05701,0,1.5033,2.84E-06,2.47278,0.15604,2.3585,0.16041,0.16013,5.09036,1.84216,2.92E-04,1.4745,0,1.73502,0.01512,1.82442,0.01002,1.46799,0.00955,2.19978,0.05223,1.68194,4.79E-04,1.68E+00,2.28E-03
823,1,0,1.68068,0.00251,2.05684,0,1.5033,2.85E-06,2.47172,0.15564,2.3643,0.15896,0.16027,5.09854,1.84204,2.93E-04,1.4745,0,1.73434,0.01517,1.8238,0.01006,1.46762,0.00959,2.19931,0.0521,1.68181,3.75E-04,1.68E+00,2.30E-03
824,1,0,1.68025,0.00255,2.05668,0,1.5033,2.86E-06,2.47072,0.15526,2.36291,0.15934,0.16041,5.10672,1.84192,2.93E-04,1.4745,0,1.73368,0.01523,1.82318,0.01009,1.46716,0.00962,2.19887,0.05198,1.6817,2.03E-04,1.68E+00,2.32E-03
825,1,0,1.68032,0.00265,2.05651,0,1.50329,2.88E-06,2.46963,0.15487,2.36608,0.15975,0.16055,5.1149,1.84179,2.94E-04,1.4744,0,1.73306,0.01528,1.82257,0.01013,1.46677,0.00966,2.19839,0.05186,1.68154,1.13E-04,1.68E+00,2.40E-03
826,1,0,1.68027,0.00259,2.05635,0,1.5032,2.89E-06,2.46863,0.15449,2.36997,0.15928,0.16069,5.12308,1.8417,2.96E-04,1.4744,0,1.73243,0.01534,1.82203,0.01017,1.4664,0.00969,2.19795,0.05173,1.68141,7.48E-05,1.68E+00,2.34E-03
827,1,0,1.68003,0.00235,2.05618,0,1.5032,2.90E-06,2.4677,0.1541,2.37121,0.15959,0.16083,5.13127,1.84164,2.96E-04,1.4744,0,1.73175,0.01539,1.82141,0.0102,1.46597,0.00973,2.19752,0.05161,1.68128,2.47E-05,1.68E+00,2.12E-03
828,1,0,1.68008,0.00217,2.05602,0,1.5032,2.92E-06,2.46675,0.15373,2.37396,0.15898,0.16097,5.13945,1.84152,2.97E-04,1.4744,0,1.73109,0.01545,1.82079,0.01024,1.46556,0.00976,2.19709,0.05149,1.68119,1.78E-06,1.68E+00,1.95E-03
829,1,0,1.68028,0.00226,2.05586,0,1.5032,2.94E-06,2.46576,0.15334,2.35029,0.16071,0.16111,5.14763,1.84139,2.98E-04,1.47439,0,1.73047,0.0155,1.82017,0.01028,1.46518,0.0098,2.19665,0.05136,1.68106,-2.96E-20,1.68E+00,2.03E-03
830,1,0,1.6804,0.00223,2.0557,0,1.50317,2.95E-06,2.46485,0.15296,2.35003,0.16067,0.16126,5.15581,1.8413,3.00E-04,1.4743,0,1.72985,0.01556,1.81955,0.01031,1.46478,0.00983,2.19624,0.05124,1.68094,3.66E-06,1.68E+00,2.01E-03
831,1,0,1.68008,0.0021,2.05554,0,1.5031,2.96E-06,2.46392,0.15259,2.35602,0.16055,0.1614,5.16399,1.84125,3.01E-04,1.4743,0,1.72923,0.01562,1.81892,0.01035,1.46433,0.00987,2.19582,0.05112,1.6808,1.19E-05,1.68E+00,1.89E-03
832,1,0,1.68013,0.0022,2.05538,0,1.5031,2.98E-06,2.46297,0.15221,2.3649,0.15935,0.16154,5.17217,1.84112,3.01E-04,1.4743,0,1.72853,0.01568,1.8183,0.01039,1.46388,0.0099,2.19539,0.05099,1.68069,1.19E-05,1.68E+00,1.98E-03
833,1,0,1.68019,0.0023,2.05522,0,1.5031,2.99E-06,2.46207,0.15183,2.3543,0.16052,0.16168,5.18035,1.841,3.03E-04,1.4743,0,1.72788,0.01573,1.81768,0.01043,1.46349,0.00994,2.19498,0.05087,1.68053,1.19E-05,1.68E+00,2.07E-03
834,1,0,1.68003,0.00247,2.05506,0,1.5031,3.00E-06,2.4612,0.15145,2.34626,0.16272,0.16182,5.18853,1.8409,3.04E-04,1.4742,0,1.72716,0.01579,1.81709,0.01047,1.46309,0.00998,2.19458,0.05075,1.68041,1.19E-05,1.68E+00,2.22E-03
835,1,0,1.6807,0.00224,2.0549,0,1.50305,3.01E-06,2.46033,0.15108,2.35417,0.16124,0.16196,5.19671,1.84085,3.06E-04,1.4742,0,1.72654,0.01585,1.81654,0.0105,1.46264,0.01001,2.19418,0.05063,1.68027,1.19E-05,1.68E+00,2.02E-03
836,1,0,1.68141,0.0024,2.05474,0,1.503,3.03E-06,2.45946,0.15072,2.35152,0.16229,0.1621,5.20489,1.84072,3.07E-04,1.4742,0,1.72591,0.0159,1.81591,0.01054,1.46227,0.01005,2.19378,0.05051,1.68014,7.07E-05,1.68E+00,2.17E-03
837,1,0,1.68153,0.00248,2.05458,0,1.503,3.04E-06,2.45859,0.15035,2.35253,0.16268,0.16224,5.21307,1.8406,3.07E-04,1.4742,0,1.72529,0.01596,1.81529,0.01058,1.4618,0.01008,2.19338,0.05039,1.67999,8.77E-05,1.68E+00,2.24E-03
838,1,0,1.68091,0.00276,2.05442,0,1.503,3.05E-06,2.45774,0.14998,2.36762,0.15974,0.16238,5.22125,1.8405,3.09E-04,1.47417,0,1.72457,0.01602,1.81467,0.01062,1.46142,0.01012,2.19299,0.05027,1.67987,8.77E-05,1.68E+00,2.49E-03
839,1,0,1.68155,0.00273,2.05426,0,1.503,3.06E-06,2.45695,0.14961,2.37028,0.16008,0.16252,5.22943,1.84045,3.10E-04,1.4741,0,1.72395,0.01608,1.8141,0.01066,1.46105,0.01016,2.19261,0.05015,1.67972,8.17E-05,1.68E+00,2.47E-03
840,1,0,1.68174,0.00281,2.05411,0,1.50293,3.08E-06,2.45608,0.14925,2.35105,0.16517,0.16267,5.23761,1.84033,3.12E-04,1.4741,0,1.72333,0.01613,1.81353,0.0107,1.4606,0.01019,2.19222,0.05003,1.67958,7.59E-05,1.68E+00,2.54E-03
841,1,0,1.68173,0.00325,2.05395,0,1.5029,3.09E-06,2.4553,0.14888,2.3705,0.15965,0.16281,5.24579,1.8402,3.12E-04,1.4741,0,1.7227,0.01619,1.8129,0.01074,1.4602,0.01023,2.19185,0.04991,1.67942,1.58E-04,1.68E+00,2.94E-03
842,1,0,1.68104,0.00376,2.05379,0,1.5029,3.10E-06,2.45446,0.14852,2.34706,0.16036,0.16295,5.25397,1.84018,3.13E-04,1.4741,0,1.72198,0.01625,1.81228,0.01078,1.45981,0.01027,2.19146,0.04979,1.67928,1.99E-04,1.68E+00,3.40E-03
843,1,0,1.68097,0.00433,2.05364,0,1.5029,3.12E-06,2.45371,0.14816,2.35494,0.16141,0.16309,5.26215,1.84005,3.15E-04,1.47405,0,1.72136,0.01631,1.81166,0.01081,1.45935,0.0103,2.19111,0.04968,1.67915,2.01E-04,1.68E+00,3.92E-03
844,1,0,1.68096,0.00461,2.05348,0,1.5029,3.13E-06,2.45289,0.14781,2.35381,0.16396,0.16323,5.27033,1.83993,3.15E-04,1.474,0,1.72066,0.01637,1.81104,0.01085,1.45898,0.01034,2.19072,0.04956,1.67904,2.03E-04,1.68E+00,4.17E-03
845,1,0,1.68096,0.00467,2.05333,0,1.5029,3.14E-06,2.45212,0.14745,2.35649,0.16137,0.16337,5.27851,1.8399,3.15E-04,1.474,0,1.72001,0.01643,1.81041,0.01089,1.45851,0.01038,2.19036,0.04944,1.67894,1.29E-04,1.68E+00,4.22E-03
846,1,0,1.68069,0.00471,2.05317,0,1.5028,3.15E-06,2.45137,0.14709,2.3829,0.15632,0.16351,5.2867,1.83978,3.17E-04,1.474,0,1.71929,0.01649,1.80979,0.01093,1.45811,0.01042,2.19,0.04933,1.67886,1.77E-04,1.68E+00,4.26E-03
847,1,0,1.68119,0.00526,2.05302,0,1.5028,3.17E-06,2.45062,0.14674,2.35865,0.16556,0.16365,5.29488,1.83965,3.19E-04,1.474,0,1.71867,0.01655,1.80917,0.01097,1.45766,0.01045,2.18965,0.04921,1.67879,4.02E-04,1.68E+00,4.77E-03
848,1,0,1.68157,0.00549,2.05287,0,1.5028,3.18E-06,2.44987,0.14638,2.36322,0.16104,0.16379,5.30306,1.83953,3.20E-04,1.47393,0,1.71797,0.01661,1.80854,0.01101,1.45722,0.01049,2.1893,0.04909,1.67871,4.60E-04,1.68E+00,4.99E-03
849,1,0,1.68178,0.00586,2.05271,0,1.5028,3.19E-06,2.44912,0.14603,2.33535,0.17111,0.16394,5.31124,1.8395,3.21E-04,1.4739,0,1.71732,0.01667,1.80792,0.01105,1.45681,0.01053,2.18894,0.04898,1.67864,4.60E-04,1.68E+00,5.32E-03
850,1,0,1.68168,0.00594,2.05256,0,1.50278,3.20E-06,2.44837,0.14568,2.39451,0.15693,0.16408,5.31942,1.83938,3.21E-04,1.4739,0,1.71667,0.01673,1.80732,0.01109,1.45642,0.01057,2.18858,0.04887,1.67854,4.08E-04,1.68E+00,5.39E-03
851,1,0,1.68147,0.00609,2.05241,0,1.5027,3.22E-06,2.44768,0.14534,2.40533,0.15474,0.16422,5.3276,1.83926,3.23E-04,1.4739,0,1.71598,0.01679,1.80678,0.01113,1.45597,0.01061,2.18825,0.04875,1.67844,5.20E-04,1.68E+00,5.53E-03
852,1,0,1.68136,0.00597,2.05226,0,1.5027,3.23E-06,2.44698,0.14499,2.38216,0.15967,0.16436,5.33578,1.8392,3.25E-04,1.47383,0,1.71535,0.01685,1.80615,0.01117,1.45559,0.01065,2.18791,0.04864,1.67834,5.18E-04,1.68E+00,5.42E-03
853,1,0,1.68103,0.00605,2.05211,0,1.5027,3.24E-06,2.44623,0.14464,2.40316,0.15572,0.1645,5.34396,1.83911,3.26E-04,1.4738,0,1.71473,0.01691,1.80552,0.01121,1.45512,0.01068,2.18756,0.04853,1.67823,6.03E-04,1.68E+00,5.51E-03
854,1,0,1.68055,0.00596,2.05195,0,1.5027,3.25E-06,2.44558,0.1443,2.41638,0.16008,0.16464,5.35214,1.83898,3.26E-04,1.4738,0,1.714,0.01697,1.8049,0.01125,1.45474,0.01072,2.18723,0.04841,1.67806,6.08E-04,1.68E+00,5.42E-03
855,1,0,1.68033,0.00616,2.0518,0,1.50266,3.26E-06,2.44484,0.14396,2.39032,0.16487,0.16478,5.36032,1.8389,3.27E-04,1.4738,0,1.71338,0.01703,1.80428,0.01129,1.45437,0.01076,2.18688,0.0483,1.67791,5.23E-04,1.68E+00,5.60E-03
856,1,0,1.68002,0.00648,2.05165,0,1.5026,3.27E-06,2.44416,0.14362,2.38309,0.15972,0.16492,5.3685,1.83883,3.29E-04,1.47373,0,1.71276,0.01708,1.80366,0.01133,1.45392,0.01079,2.18656,0.04819,1.67778,4.96E-04,1.68E+00,5.88E-03
857,1,0,1.67953,0.00666,2.05151,0,1.5026,3.28E-06,2.44344,0.14328,2.44641,0.14693,0.16506,5.37668,1.83871,3.31E-04,1.4737,0,1.71204,0.01715,1.80303,0.01137,1.45352,0.01083,2.18622,0.04808,1.67769,5.34E-04,1.68E+00,6.05E-03
858,1,0,1.67922,0.00667,2.05136,0,1.5026,3.30E-06,2.44281,0.14294,2.41868,0.15576,0.1652,5.38486,1.83858,3.32E-04,1.4737,0,1.71131,0.01721,1.80241,0.01142,1.45303,0.01088,2.18591,0.04797,1.67758,6.67E-04,1.68E+00,6.07E-03
859,1,0,1.67891,0.00669,2.05121,0,1.5026,3.31E-06,2.44214,0.14261,2.45796,0.1394,0.16535,5.39304,1.8385,3.32E-04,1.4737,0,1.71064,0.01728,1.80178,0.01146,1.45257,0.01092,2.18558,0.04786,1.6775,8.60E-04,1.68E+00,6.11E-03
860,1,0,1.67881,0.00696,2.05106,0,1.5026,3.32E-06,2.44146,0.14228,2.40173,0.15991,0.16549,5.40122,1.83843,3.33E-04,1.47363,0,1.70996,0.01734,1.80123,0.0115,1.4522,0.01095,2.18525,0.04775,1.6774,9.21E-04,1.68E+00,6.36E-03
